,Fabricante,Modelo,Versao,Valor,Cidade,Ano,Combustível,Placa final,KM,Câmbio,Cor,Carroceria,Airbag motorista,Ar-condicionado,Direção hidráulica,Vidros elétricos dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Airbag duplo frontal,Limpador traseiro,Desembaçador traseiro,Câmbio automático,Computador de bordo,Vidros elétricos traseiros,Sensor de estacionamento dianteiro,Farol de neblina,Baixa quilometragem,Único dono,Ipva pago,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Airbags laterais,Distribuição eletrônica de frenagem (ebd),Direção elétrica,Trio elétrico,Volante com regulagem de altura,Volante multifuncional,Central multimídia,Entradas usb,Rádio,Piloto automático adaptativo (acc),Rodas de liga leve,Sensor de farol,Airbags de cortina,Brake light,Cintos três-pontos para todos os ocupantes,Controle de tração,Controle eletrônico de estabilidade (esc),Frenagem autônoma de emergência (aeb),Sensor de estacionamento traseiro,Acendimento automático dos faróis,Ar quente,Banco traseiro bipartido,Banco traseiro rebatível,Chave presencial,Encostos de cabeça no banco traseiro,Luz de cortesia no porta-luvas,Luz de cortesia no porta-malas,Regulagem de altura do facho dos faróis,Saídas de ar-condicionado na segunda fileira,Volante com regulagem de altura e profundidade,Bluetooth,Banco do motorista com regulagem de altura,Bancos de couro,Ajuste elétrico dos retrovisores,Assistente de subida em rampa,Carregador de celular por indução,Câmera de ré,Espelhamento de celular,Fixação para cadeirinhas infantis (isofix),Luz de condução diurna (drl),Start-stop,Retrovisores com rebatimento elétrico,Tração 4x4,Adaptado para pcd,Kit visibilidade,Aceita troca,Cd player,Airbag central,Nenhuma batida,Parece novo,Pneus novos,Veículo de não fumante,Revisões realizadas,Pronta entrega,Laudo cautelar aprovado,Licenciado esse ano,Possui vistoria,Retrovisor interno eletrocrômico,Ar-condicionado digital,Faróis de led,Limitador de velocidade,Gps,Sensor de chuva,Teto solar,Cd player com mp3,Saldão,Possui multas,Porta-copos,Aerofólio,Garantia de fábrica,Protetor de caçamba,Capota marítima,Wi-fi,Volante com acabamento em couro,Alerta de cinto para condutor,Alerta de cinto para passageiro da primeira fila,Ar-condicionado digital de 2 zonas,7 lugares,Garantia de 1 ano,Assistente de descida,Para-choque na cor do veículo,Cluster digital,Computador de bordo digital,Chave canivete,Descanso de braço na primeira fileira,Tração dianteira,Vidros elétricos traseiros one touch,Vidros elétricos dianteiros one touch,Pneus de uso misto,Encomenda,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros antiesmagamento,Airbag de joelho,Airbag de capô,Android auto sem fio,Apple carplay,Apple carplay sem fio,Câmera 360º,Seta no retrovisor,Sistema de conectividade,Rodas de aço com calotas,Android auto,Teto panorâmico,Kit multimídia com tv,Banco do motorista com aquecimento,Toca fitas,Mylink
99,Citroën,Aircross,1.6 16V Start (Flex),R$ 51.900,Salvador - BA,2018/2018,Flex,2,77.000,Manual,Branco,Monovolume,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,1.6,122 (E) / 115 (G),16.4 (E) / 15.5 (G),N/C,- (E),7.4 (E) / 10.3 (G),11.6 (E),dianteira,,"Suspensão tipo braços triangulares e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1694,1767,4097,1213,55,2542,403,5,,Sim,Sim,,,,,Sim,,,,,,Sim,,,,,,,,Sim,,,Sim,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Fiat,Strada,Hard Working 1.4 (Flex) (Cabine Simples),R$ 61.900,Salvador - BA,2020/2020,Flex,5,85,,Branco,Picapes,,Sim,,,,,,Sim,Sim,,,,Sim,,,,,,Sim,1.4,88 (E) / 85 (G),12.5 (E) / 12.4 (G),164 (E) / 163 (G),12.5 (E),7 (E) / 10.3 (G),10.9 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam), roda tipo rígida e molas feixe de lâminas.",Dois freios à disco com dois discos ventilados.,,1590,1664,4438,1084,58,2718,,2,,,,,,,,,,,,,,,Sim,,,,,,Sim,,,,Sim,,Sim,,,,,Sim,,,,,,,,,,,,,,Sim,,,Sim,,Sim,Sim,,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Fiat,Argo,Drive 1.0 Firefly (Flex),R$ 55.900,Salvador - BA,2020/2020,Flex,0,58.000,,Branco,Hatch,Sim,Sim,,Sim,Sim,,Sim,Sim,Sim,,,,Sim,,,,Sim,Sim,Sim,1.0,77 (E) / 72 (G),10.910963 (E) / 10.401105 (G),162 (E) / 157 (G),13.4 (E),9.1 (E) / 13 (G),10.4 (E) / 14.7 (G),Dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Suspensão tipo eixo de torção e molas helicoidal,Dois freios à disco ventilados,Tambor ,1503,1724,3998,1105,48,2521,300,5,,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,Sim,,Sim,,,,,,,,,,Sim,,,Sim,Sim,,,,,,,,,,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,Sim,,,,,,,,,Sim,,,,,,Sim,Sim,,Sim,,Sim,,,Sim,Sim,,,,,,Sim,,,,,Sim,Sim,,,,,
102,Peugeot,208,Griffe 1.6 16V (Flex) (Aut),R$ 44.900,Salvador - BA,2015/2016,Flex,0,88.000,Automática,Branco,Hatch,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,1.6,122 (E) / 115 (G),16.4 (E) / 15.5 (G),191 (E) / 184 (G),10.7 (E),N/C,N/C,dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1472,1702,3966,1189,55,2541,285,5,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,Sim,,,,Sim,,,,,,,Sim,Sim,,,Sim,,,,
103,Audi,A3,1.4 TFSI S Tronic,R$ 69.900,Salvador - BA,2015/2015,Gasolina,5,102.000,Automática,Preto,Sedan,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,,Sim,,,Sim,1.4,122 (G),20.4 (G),212 (G),9.4 (G),10 (G),11.5 (G),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1416,1796,4456,1215,50,2637,425,5,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,Sim,,,,,,,,,Sim,,,,,,,,,,,,,Sim,Sim,,,,Sim,,,,,,,,,,,,,,,
104,Volkswagen,Saveiro,Robust 1.6 MSI CS (Flex),R$ 53.900,Salvador - BA,2018/2018,Flex,2,75,,Branco,Picapes,Sim,,,,,,,Sim,Sim,,,,,,,,,,Sim,1.6,104 (E) / 101 (G),15.6 (E) / 15.4 (G),176 (E) / 174 (G),10.5 (E),7.5 (E) / 10.8 (G),12.4 (E),dianteira,,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo braços triangulares, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1521,1713,4474,1025,55,2752,,2,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,,,,Sim,Sim,Sim,,,,,,,,,,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Fiat,Argo,1.0,R$ 58.900,Salvador - BA,2021/2022,Flex,7,52.000,,Branco,Hatch,,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,Sim,Sim,Sim,1.0,77 (E) / 72 (G),10.9 (E) / 10.4 (G),162 (E) / 162 (G),13.4 (E) / 13.4 (G),9.6 (E) / 13.6 (G),10.6 (E) / 15.1 (G),Dianteira,Elétrica,"Indepedente, McPherson com mola helicoidal",Eixo de torção com mola helicoidal,Discos sólidos,Tambor,1503,1724,3998,1077,48,2521,300,5,,,,,Sim,,,,,,,,,,Sim,,,,,,Sim,,Sim,,Sim,,,,,,,,,,,,,,Sim,,,,,,,Sim,,,Sim,Sim,,Sim,,Sim,Sim,Sim,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Hyundai,HB20,1.0 Unique (Flex),R$ 54.900,Salvador - BA,2018/2019,Flex,1,90.000,,Preto,Hatch,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,,Sim,,,,,Sim,,1.0,80 (E) / 75 (G),10.2 (E) / 9.4 (G),161 (E) / 158 (G),14.6 (E),8.5 (E) / 12.5 (G),9.9 (E) / 14.1 (G),Dianteira,Elétrica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1470,1680,3920,990,50,2500,300,5,,Sim,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Chevrolet,Tracker,LT 1.0 Turbo (Aut) (Flex),R$ 105.900,Lauro de Freitas - BA,2020/2021,Flex,1,32.000,,Azul,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,N/C,N/C,N/C,- (F),N/C,N/C,,,,,,,,,,,,,,,Sim,,Sim,,,Sim,,Sim,Sim,,Sim,,Sim,,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,,Sim,,,,Sim,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Toyota,Corolla,GR-S 2.0 (Flex) (Aut),R$ 147.900,Lauro de Freitas - BA,2021/2022,,3,20.000,,Branco,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,Sim,,,,,,,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Hyundai,Creta,Limited Edition 1.6 (Aut) (Flex),R$ 109.900,Lauro de Freitas - BA,2021/2021,Flex,2,57.000,,Cinza,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,,,,1.6,130 (E) / 123 (G),16.5 (E) / 16 (G),172 (E),12 (E),7.1 (E) / 10.1 (G),8.2 (E) / 11.3 (G),Dianteira,Elétrica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1635,1780,4290,1359,55,2590,431,5,Sim,,Sim,,,,,,,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Ford,Ka,SE 1.0 (Flex),R$ 54.900,Lauro de Freitas - BA,2019/2019,,4,36.800,,Branco,Hatch,Sim,Sim,,,Sim,Sim,,Sim,Sim,Sim,Sim,,,,Sim,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Jeep,Compass,2.0 Longitude 4x2 (Aut) (Flex),R$ 89.900,Lauro de Freitas - BA,2017/2017,Flex,5,16.140,,Cinza,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,2.0,166 (E) / 159 (G),20.5 (E) / 19.9 (G),192 (E) / 188 (G),10.6 (E),5.5 (E) / 8.1 (G),10.5 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo McPherson e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1638,1819,4416,1541,60,2636,410,5,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Hyundai,HB20,Comfort 1.0 (Flex),R$ 47.900,Lauro de Freitas - BA,2016/2017,,4,103.000,,Preto,Hatch,Sim,Sim,,Sim,Sim,,,Sim,Sim,Sim,Sim,,,Sim,,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Hyundai,HB20,Comfort 1.0 (Flex),R$ 50.900,Lauro de Freitas - BA,2017/2017,,6,86.700,,Preto,Hatch,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,Sim,Sim,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Volkswagen,Voyage,1.6,R$ 52.900,Lauro de Freitas - BA,2018/2019,,0,61.100,,Preto,Sedan,Sim,Sim,,Sim,Sim,,,Sim,Sim,Sim,Sim,,,Sim,,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Renault,Sandero,Expression 1.6 8V,R$ 46.900,Lauro de Freitas - BA,2018/2019,,0,98.500,,Branco,Hatch,Sim,Sim,,Sim,Sim,,,Sim,Sim,Sim,Sim,,,Sim,Sim,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Toyota,Corolla,1.8 GLi (Aut.),R$ 87.900,Lauro de Freitas - BA,2017/2018,,3,104.050,,Branco,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,Sim,,,,,,,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Lifan,X60,1.8 16V VVT Talent,R$ 56.900,Lauro de Freitas - BA,2018/2019,Gasolina,2,37.089,Manual,Vermelho,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,,1.8,128 (G),17.1 (G),170 (G),13.4 (G),N/C,N/C,dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1690,1790,4405,1330,55,2600,425,5,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,,Sim,Sim,,,,,,,Sim,,,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Mitsubishi,L200 Triton Sport,3.2 DI-D,R$ 99.900,Lauro de Freitas - BA,2012/2013,,3,161.600,,Prata,Picapes,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,,Sim,,,Sim,,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Nissan,March,1.0 16V (Flex),R$ 36.900,Lauro de Freitas - BA,2013/2014,Flex,1,95.200,Manual,Preto,Hatch,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,,,,1.0,74 (E) / 74 (G),9.993218 (E) / 9.993218 (G),167 (E) / 167 (G),13.8 (E),8.9 (E),10.4 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1528,1665,3780,925,41,2450,265,5,Sim,Sim,,,,,,,,,Sim,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Fiat,Uno,Attractive 1.0,R$ 49.900,Lauro de Freitas - BA,2020/2021,Flex,5,74.400,,Cinza,Hatch,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,,Sim,,,Sim,,,,,,1.0,75 (E) / 73 (G),9.9 (E) / 9.5 (G),153 (E) / 153 (G),13.8 (E) / 13.8 (G),8 (E) / 11.6 (G),9.4 (E) / 13.4 (G),Dianteira,Hidráulica,"Independente, McPherson com mola helicoidal",Eixo de torção com mola helicoidal,Discos sólidos,Tambor,1480,1636,3820,955,48,2376,280,5,Sim,,,,Sim,,,,,,,,,,Sim,,,,,,Sim,Sim,Sim,,Sim,,,,,,,,,Sim,,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Renault,Sandero,GT Line 1.0 12v (Flex),R$ 61.900,Salvador - BA,2021/2022,Flex,7,73.000,,Preto,Hatch,Sim,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,,Sim,,Sim,,,,1.0,82 (E) / 79 (G),10.5 (E) / 10.2 (G),163 (E),13.2 (E),9 (E) / 13.3 (G),9.6 (E) / 13.9 (G),Dianteira,Eletro-hidráulica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal","Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Dois freios à disco ventilados,Tambor ,1499,1733,4070,1035,50,2590,320,5,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,,,,,,,Sim,,Sim,,,,Sim,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,
122,Fiat,Cronos,Drive 1.3 (Flex),R$ 68.900,Salvador - BA,2020/2021,Flex,3,87.000,,Branco,Sedan,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,Sim,,Sim,Sim,,,,,,1.3,109 (E) / 101 (G),14.2 (E) / 13.7 (G),183 (E) / 178 (G),11.5 (E),9.1 (E) / 13 (G),11.2 (E) / 15.9 (G),Dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1508,1726,4364,1139,48,2521,525,5,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,Sim,Sim,,Sim,,Sim,,,,Sim,,,,,Sim,,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,Sim,,
123,Volkswagen,Saveiro,Robust 1.6 MSI CD (Flex),R$ 99.900,Salvador - BA,2022/2023,Flex,5,15.000,,Branco,Picapes,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,,,Sim,,,,,,,1.6,116 (E) / 106 (G),16.1 (E) / 15.4 (G),172 (E) / 170 (G),10.4 (E) / 10.7 (G),7.6 (E) / 10.9 (G),8.6 (E) / 12.1 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Suspensão tipo eixo de torção e molas helicoidal,Dois freios à disco ventilados,Dois freios à disco ,1562,1713,4474,1117,55,2753,580,5,,Sim,,,,,,,,,,,,Sim,,,,,Sim,,Sim,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,
124,Nissan,Sentra,SV 2.0 16V CVT (Flex),R$ 84.900,Salvador - BA,2019/2020,Flex,2,67.000,Automática Sequencial,Branco,Sedan,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,,,2.0,140 (E) / 140 (G),20.0 (E) / 20 (G),186 (E) / 190 (G),10.1 (E),6.7 (E) / 9.9 (G),12.6 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1504,1761,4636,1337,52,2700,503,5,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,,,Sim,Sim,,Sim,,,Sim,,,Sim,,,,,Sim,,,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,Sim,,Sim,,,,Sim,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,
125,Renault,Kwid,Zen 1.0 12v SCe (Flex),R$ 44.900,Lauro de Freitas - BA,2019/2019,Flex,0,47.900,,Branco,Hatch,Sim,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,,,,1.0,70 (E) / 66 (G),10.0 (E) / 9.6 (G),156 (E) / 152 (G),14.7 (E),10.3 (E) / 14.9 (G),10.8 (E) / 15.6 (G),Dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1474,1579,3680,779,38,2423,290,5,Sim,Sim,Sim,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Chevrolet,Onix,1.0 Joy SPE/4,R$ 49.900,Salvador - BA,2019/2019,Flex,2,47.000,,Branco,Hatch,,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,1.0,80 (E) / 78 (G),9.8 (E) / 9.5 (G),N/C,- (E),8.8 (E) / 12.9 (G),15.3 (E),dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",,,1474,1705,3930,1012,54,2528,289,5,,Sim,Sim,,,,,,,,,,,,Sim,,,,,,Sim,,Sim,,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,Sim,,
127,Fiat,Grand Siena,Attractive 1.0 (Flex),R$ 49.900,Salvador - BA,2018/2019,Flex,2,18.000,,Vermelho,Sedan,,Sim,Sim,Sim,Sim,,Sim,,Sim,,Sim,,Sim,,,,,,,,N/C,N/C,N/C,- (F),N/C,N/C,,,,,Dois freios Ã  disco com dois discos ventilados,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,Sim,,
128,Volkswagen,Nivus,Highline 1.0 Turbo (Flex) (Aut),R$ 119.900,Salvador - BA,2022/2022,Flex,2,41.000,,Cinza,,,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,1.0 Turbo,128 (E) / 116 (G),20.4 (E) / 20.4 (G),189 (E) / 184 (G),10 (E) / 10.5 (G),N/C,N/C,Dianteira,Elétrica,McPherson,Eixo de torção,Disco ventilado,Disco,1757,1493,4266,1199,52,2566,415,5,Sim,Sim,Sim,,Sim,Sim,,Sim,Sim,,Sim,,Sim,,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,
