Marca,Modelo,Código API
Mercedes-Benz,C-63 Touring AMG 6.2 V8 Aut.,5031
Mercedes-Benz,CL-500 5.0/ 5.5,1564
Mercedes-Benz,CL-600 6.0/ 5.5,1565
Mercedes-Benz,CL-63 AMG 6.2 V8 32V 525cv,4516
Mercedes-Benz,CL-65 AMG 6.0 V12 Aut.,9679
Mercedes-Benz,CLA-180 1.6 16V 122cv Aut.,8215
Mercedes-Benz,CLA-200 1.6 TB 16V Flex Aut.,7958
Mercedes-Benz,CLA-200 AMG Line 1.3 TB 16V Aut. (Híb.),11122
Mercedes-Benz,CLA-200 First Edition 1.6 TB 16V  Aut.,6699
Mercedes-Benz,CLA-200 Progressive 1.3 TB 16V Aut.(Híb),11177
Mercedes-Benz,CLA-200 Urban 1.6 TB 16V/Flex Aut.,6965
Mercedes-Benz,CLA-200 Vision 1.6 TB 16V Flex Aut.,7039
Mercedes-Benz,CLA-250 2.0 16V TB Aut.,8866
Mercedes-Benz,CLA-250 Sport 4MATIC 2.0 16V 211cv Aut.,6966
Mercedes-Benz,CLA-35 AMG 4MATIC 2.0 TB Aut.,9139
Mercedes-Benz,CLA-35 AMG 4MATIC 2.0 TB Aut. (Híbrido),11042
Mercedes-Benz,CLA-35 AMG Launch Edition 4MATIC 2.0 TB,8994
Mercedes-Benz,CLA-45 AMG 4MATIC CGI 2.0 TB Aut.,6867
Mercedes-Benz,CLA-45 S AMG 4MATIC CGI 2.0 TB Aut.,9167
Mercedes-Benz,Classe A 160 Classic Semi-Aut.,1566
Mercedes-Benz,Classe A 160 Classic/ Spirit Mec.,1567
Mercedes-Benz,Classe A 160 Elegance Mec.,1568
Mercedes-Benz,Classe A 160 Elegance Semi-Aut.,1569
Mercedes-Benz,Classe A 190 AvantGarde 1.9 8V 125cv Aut,1570
Mercedes-Benz,Classe A 190 AvantGarde 1.9 8V 125cv Mec,1571
Mercedes-Benz,Classe A 190 Classic 1.9 Semi-Aut.,1572
Mercedes-Benz,Classe A 190 Classic/ Spirit 1.9 Mec.,1573
Mercedes-Benz,Classe A 190 Elegance 1.9 Aut.,1574
Mercedes-Benz,Classe A 190 Elegance 1.9 Mec.,1575
Mercedes-Benz,Classe A 190 Elegance 1.9 Semi-Aut.,1576
Mercedes-Benz,Classe A 200 1.6 TB 16V Style 156cv Aut.,6443
Mercedes-Benz,Classe A 200 1.6 TB 16V Urban 156cv Aut.,6444
Mercedes-Benz,Classe A 200 1.6 TB/Flex Aut.,7228
Mercedes-Benz,Classe A 200 Elegance 2.0 136cv Aut.,3829
Mercedes-Benz,Classe A 250 2.0 TB Sport Aut.,6754
Mercedes-Benz,Classe A45 AMG 4MATIC 2.0 Turbo Aut.,6698
Mercedes-Benz,Classe B 170 1.7 116cv Aut.,4831
Mercedes-Benz,Classe B 180 1.7 116cv Aut.,5003
Mercedes-Benz,Classe B 200 2.0 136cv Aut.,4012
Mercedes-Benz,Classe B 200 2.0 Turbo 193cv Aut.,4202
Mercedes-Benz,Classe B 200 CGI 1.6 TB Sport 156cv Aut,6238
Mercedes-Benz,Classe B 200 CGI 1.6 TB/Flex Aut.,6237
Mercedes-Benz,Classe R 500 5.0 V8 306cv Aut.,4064
Mercedes-Benz,Classe R 500 L 5.5 V8 388cv Aut.,5033
Mercedes-Benz,Classic 6.0,1577
Mercedes-Benz,CLC 200 Kompressor 1.8 184cv Aut.,4856
Mercedes-Benz,CLK-230 Cabriolet Kompressor,1578
Mercedes-Benz,CLK-230 Kompressor,1579
Mercedes-Benz,CLK-320 AvantGarde,1580
Mercedes-Benz,CLK-320 AvantGarde Cabriolet,1581
Mercedes-Benz,CLK-320 Elegance,1582
Mercedes-Benz,CLK-320 Elegance Cabriolet,1583
Mercedes-Benz,CLK-320 Sport,1584
Mercedes-Benz,CLK-320 Sport Cabriolet,1585
Mercedes-Benz,CLK-350 Avant./ Elegance 3.5 24V 272cv,3895
Mercedes-Benz,CLK-350 Avant./Eleg. Cabriolet 3.5 272cv,3896
Mercedes-Benz,CLK-430 Avantgard Cabriolet 4.3 V8 24v,1586
Mercedes-Benz,CLK-430 AvantGarde 4.3,1587
Mercedes-Benz,CLK-430 Elegance,1588
Mercedes-Benz,CLK-430 Elegance Cabriolet 4.3 V8 24v,1589
Mercedes-Benz,CLK-430 Sport 4.3,1590
Mercedes-Benz,CLK-500 Cabriolet V8 24V 306cv,1591
Mercedes-Benz,CLK-500 Elegance/ Avant. 5.0 V8 24V Aut,1592
Mercedes-Benz,CLK-55 AMG Cabriolet V8 24v 367cv,1593
Mercedes-Benz,CLK-55 AMG V8 24V 367cv,1594
Mercedes-Benz,CLS-350 CGI 3.5 306cv Aut.,5746
Mercedes-Benz,CLS-350 V6 24V 272cv,3897
Mercedes-Benz,CLS-400 3.5 V6 Bi-Turbo 333cv Aut.,7141
Mercedes-Benz,CLS-450 3.0 TB 4MATIC  (Híb.)         ,9977
Mercedes-Benz,CLS-450 3.0 TB 4MATIC SPORT (Híbrido),9978
Mercedes-Benz,CLS-500 V8 24V,1595
Mercedes-Benz,CLS-53 AMG 3.0 TB 4MATIC+ (Híbrido),9979
Mercedes-Benz,CLS-55 Kompressor AMG 5.5 V8 24V 476cv,3803
Mercedes-Benz,CLS-63 AMG 5.5 V8 557cv Aut.,5593
Mercedes-Benz,CLS-63 AMG 6.2 V8 32V 514cv,4191
Mercedes-Benz,E-190,1596
Mercedes-Benz,E-190 Classic,1597
Mercedes-Benz,E-200 Classic 2.0,1598
Mercedes-Benz,E-220 Classic/Touring 2.2,1599
Mercedes-Benz,E-230 Elegance,1600
Mercedes-Benz,E-240 Elegance,1601
Mercedes-Benz,E-250 Cabriolet 2.0 TB 211CV Aut.,6840
Mercedes-Benz,E-250 CGI Avantgarde 1.8 16V 204cv Aut.,5538
Mercedes-Benz,E-250 CGI Avantgarde 2.0 TB 211cv Aut.,6540
Mercedes-Benz,E-250 CGI Coupe 1.8 16V 204cv Aut.,5594
Mercedes-Benz,E-250 CGI VR4 2.0 TB Aut.,7160
Mercedes-Benz,E-250 Coupe 2.0 TB 211cv Aut.,6615
Mercedes-Benz,E-250 Excl. Launch Ed. 2.0 TB 211cv Aut.,7766
Mercedes-Benz,E-250 Exclusive 2.0 TB 211cv Aut.,7895
Mercedes-Benz,E-280 Classic 2.8,1602
Mercedes-Benz,E-280 Touring 2.8,1603
Mercedes-Benz,E-300 AMG Line 2.0 TB 258cv Aut.,9551
Mercedes-Benz,E-300 Avantgarde 2.0 TB 258cv Aut.,8781
Mercedes-Benz,E-300 Avantgarde Sport 2.0 TB 258cv Aut.,9289
Mercedes-Benz,E-300 Cabriolet 2.0 TB 245cv Aut.,8320
Mercedes-Benz,E-300 Coupe 2.0 TB 245cv Aut.,8102
Mercedes-Benz,E-300 Exclusive 2.0 TB 258cv Aut.,8782
Mercedes-Benz,E-300 Exclusive 2.0 TB 258cv Aut. (Híb.),11071
Mercedes-Benz,E-320,1604
Mercedes-Benz,E-320 3.2 Elegance,1605
Mercedes-Benz,E-320 Avantgarde,1606
Mercedes-Benz,E-320 C 3.2/ CA Classic 3.2,1607
Mercedes-Benz,E-320 Cabriolet,1608
Mercedes-Benz,E-320 Touring Avantgarde 24V V6 5p Aut.,1609
Mercedes-Benz,E-320 Touring Eleg./Classic,1610
Mercedes-Benz,E-350  Touring Avant/Eleg. 3.5 24V 272cv,3898
Mercedes-Benz,E-350 Avant./Avant. Execut. 3.5 V6 272cv,5004
Mercedes-Benz,E-350 Avantgarde/ Elegance 3.5 V6 272cv,1611
Mercedes-Benz,E-350 Cabrio 3.5 V6 272cv 2p,5309
Mercedes-Benz,E-350 CGI Avant. Sport 3.5 306cv Aut.,6210
Mercedes-Benz,E-350 CGI Cabriolet 3.5 306cv Aut.,6541
Mercedes-Benz,E-350 CGI Executive 3.5 306cv Aut.,6033
Mercedes-Benz,E-350 CGI Guard VR4 3.5 306cv Aut.,6542
Mercedes-Benz,E-350 Coupe 3.5 V6 272cv 2p,5034
Mercedes-Benz,E-350 Sport 3.5 V6 272cv,4627
Mercedes-Benz,E-400 Avantgarde 3.5 V6 Bi-Turbo Aut.,7103
Mercedes-Benz,E-400 Cabriolet 3.5 V6 Bi-Turbo Aut.,7262
Mercedes-Benz,E-420 Classic/Elegance/Avantgarde,1612
Mercedes-Benz,E-420 Touring Avantgarde,1613
Mercedes-Benz,E-43 AMG 4MATIC 3.0 V6 401cv Aut.,7978
Mercedes-Benz,E-430 Avantgarde,1614
Mercedes-Benz,E-430 Elegance,1615
Mercedes-Benz,E-430 Touring Avantgarde,1616
Mercedes-Benz,E-500 Avangarde Executive 5.5 V8 388cv,5423
Mercedes-Benz,E-500 Avant. 5.0 V8 4p Aut. (Blindada),4774
Mercedes-Benz,E-500 CGI Guard VR4 4.7 V8 408cv 4p,6211
Mercedes-Benz,E-500 CGI Guard VR4 5.5 V8 4p,6116
Mercedes-Benz,E-500 Coupe Sport 4.7 V8 408cv Aut 2p,6118
Mercedes-Benz,E-500 Coupe Sport 5.5 V8 388cv 2p,5380
Mercedes-Benz,E-500 Elegance/ Avant. 5.0 V8 24V 4p Aut,1617
Mercedes-Benz,E-500 Sport Avantgarde 5.0 V8 24V 4p Aut,4685
Mercedes-Benz,E-500 Tour. Avant./ Eleg. 24V V8 5p Aut.,1618
Mercedes-Benz,E-53 AMG 3.0 TB 24V 4MATIC+ Aut. (Híb.),10001
Mercedes-Benz,E-55 AMG,1619
Mercedes-Benz,E-55 Touring AMG 24V V8 5p Aut.,1620
Mercedes-Benz,E-63 AMG 5.5 V8 Bi-Turbo Aut.,6120
Mercedes-Benz,E-63 AMG 6.2 V8 32V,4245
Mercedes-Benz,E-63 S AMG 4MATIC 4.0 V8 612cv,8018
Mercedes-Benz,E-63 S AMG 4MATIC Final Ed. 4.0 V8 612cv,9644
Mercedes-Benz,E-63 Touring AMG 5.5 V8 Bi-Turbo Aut.,6122
Mercedes-Benz,E-63 Touring AMG 6.2 V8 Aut.,5489
Mercedes-Benz,EQA 250 (Elétrico),10163
Mercedes-Benz,EQA 250 AMG Line (Elétrico),11220
Mercedes-Benz,EQB 250 (Elétrico),10164
Mercedes-Benz,EQB 350 (Elétrico),11074
Mercedes-Benz,EQB 350 4MATIC AMG Line (Elétrico),11221
Mercedes-Benz,EQC 400 4MATIC 408CV (Elétrico),9196
Mercedes-Benz,EQC 400 4MATIC AMG Line (Elétrico),9830
Mercedes-Benz,EQE 300 AMG Line (Elétrico) ,11222
Mercedes-Benz,EQE 300 Edition One (Elétrico) ,10165
Mercedes-Benz,EQE 300 SUV AMG Line (Elétrico) ,10879
Mercedes-Benz,EQE 350+ SUV AMG Line (Elétrico) ,11185
Mercedes-Benz,EQE 53 SUV AMG 4MATIC+ (Elétrico) ,10987
Mercedes-Benz,EQS 450 SUV 4MATIC ( Elétrico),11186
Mercedes-Benz,EQS 450+ SUV AMG Line ( Elétrico),11187
Mercedes-Benz,EQS 53 AMG 4MATIC+ ( Elétrico) ,10002
Mercedes-Benz,eSprinter 320 FURGÃO S. E.L (Elétrico),11319
Mercedes-Benz,eSprinter 320 FURGÃO S. Longa (Elétrico),11320
Mercedes-Benz,eSprinter 420 Chassi Longo (Elétrico),11321
Mercedes-Benz,eSprinter 420 FUR. Vid. Ex.Longa (Elét.),11322
Mercedes-Benz,eSprinter 420 FURGÃO Longa (Elétrico),11323
Mercedes-Benz,G-55 Kompressor AMG 5.5 V8 507cv Aut.,5151
Mercedes-Benz,G-63 AMG 4M 4.0 Bi-TB Magno Edition Aut.,9471
Mercedes-Benz,G-63 AMG 4M 4.0 V8 Bi-TB Aut. (Híb.),11342
Mercedes-Benz,G-63 AMG 4MATIC 4.0 V8 Bi-TB 585cv Aut.,8499
Mercedes-Benz,G-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut.,6491
Mercedes-Benz,G-63 AMG ED1 4MATIC 4.0 V8 Bi-TB Aut.,8500
Mercedes-Benz,GL-350 Sport 3.0 V6 258cv 4x4 Diesel,6642
Mercedes-Benz,GL-500 4.7 Bi-Turbo V8 4x4 Aut.,6445
Mercedes-Benz,GL-500 5.5 V8 32V 4x4 388cv Aut.,4250
Mercedes-Benz,GL-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut.,6468
Mercedes-Benz,GLA 200 Advance 1.6/1.6 TB 16V Flex Aut.,7040
Mercedes-Benz,GLA 200 AMG Line 1.3 16V TB Aut.,9329
Mercedes-Benz,GLA 200 AMG Line 1.3 16V TB Aut.(Híb.),10882
Mercedes-Benz,GLA 200 Enduro 1.6 TB 16V Flex Aut.,7397
Mercedes-Benz,GLA 200 Night 1.6. TB 16V Flex Aut.,8501
Mercedes-Benz,GLA 200 Progressive 1.3 TB 16V Aut.(Híb),11129
Mercedes-Benz,GLA 200 Style 1.6 TB 16V/Flex Aut.,7161
Mercedes-Benz,GLA 200 Vis. Black Ed. 1.6 TB 16V  Aut.,7041
Mercedes-Benz,GLA 200 Vision 1.6/1.6 TB 16V Flex Aut.,7042
Mercedes-Benz,GLA 250 Enduro 2.0 TB 16V 211cv Aut.,7430
Mercedes-Benz,GLA 250 Sport 2.0 TB 16V 4x2  211cv Aut.,7195
Mercedes-Benz,GLA 250 Sport 2.0 TB 16V 4x4 211cv Aut.,7767
Mercedes-Benz,GLA 250 Vision 2.0 TB 16V 211cv Aut.,7196
Mercedes-Benz,GLA 35 AMG 4MATIC 2.0 Turbo Aut.,9762
Mercedes-Benz,GLA 35 AMG 4MATIC 2.0 Turbo Aut. (Híb.),10988
Mercedes-Benz,GLA 45 AMG 4MATIC 2.0 Turbo Aut.,7122
Mercedes-Benz,GLB 200 Advance 1.3 TB 16V Aut.,9350
Mercedes-Benz,GLB 200 Launch Edition 1.3 TB 16V Aut.,9214
Mercedes-Benz,GLB 200 Progressive 1.3 TB 16V Aut.,9351
Mercedes-Benz,GLB 200 Progressive 1.3 TB 16V Aut.(Híb),10971
Mercedes-Benz,GLB 220 4M AMG Line 2.0 TB Aut. (Híb.),11189
Mercedes-Benz,GLB 220 4M Progressive 2.0 TB Aut. (Híb),11190
Mercedes-Benz,GLB 35 AMG 4MATIC 2.0 Turbo Aut.,9793
Mercedes-Benz,GLB 35 AMG 4MATIC 2.0 Turbo Aut. (Híb.),10972
Mercedes-Benz,GLC 220D 2.0 TB 4M Enduro Diesel,9615
Mercedes-Benz,GLC 220D 2.0 TB 4M Off-Road Diesel,9616
Mercedes-Benz,GLC 250 4MATIC 2.0 TB 16V Aut.,7508
Mercedes-Benz,GLC 250 Coupe 4MATIC 2.0 TB 16V Aut.,7886
Mercedes-Benz,GLC 250 Coupe Highway 4MATIC 2.0 TB Aut.,7940
Mercedes-Benz,GLC 250 Highway 4MATIC 2.0 TB Aut.,7941
Mercedes-Benz,GLC 250 Sport 4MATIC 2.0 TB 16V Aut.,7509
Mercedes-Benz,GLC 300 Coupe 4MATIC 2.0 TB 16V Aut.,8909
Mercedes-Benz,GLC-300 4MATIC 2.0 TB Aut. (Híb),10973
Mercedes-Benz,GLC-300 AMG L. Cou. 4M 2.0 TB Aut. (Híb),10952
Mercedes-Benz,GLC-300 AMG Line 4MATIC 2.0 TB Aut (Híb),11224
Mercedes-Benz,GLC-300 AMG Line Coupe 4M 2.0 TB Aut.,9721
Mercedes-Benz,GLC-43 AMG 4M Coupe 2.0 Turbo Aut.(Híb).,11102
Mercedes-Benz,GLC-43 AMG 4MATIC 2.0 Turbo Aut. (Híb).,11191
Mercedes-Benz,GLC-43 AMG 4MATIC 3.0 V6 Bi-Turbo Aut.,7802
Mercedes-Benz,GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660
Mercedes-Benz,GLC-63 AMG 4MATIC 4.0 Bi-TB V8,8633
Mercedes-Benz,GLC-63 S AMG 4MATIC Coupe 4.0 Bi-TB V8,8483
Mercedes-Benz,GLC-63 S AMG E Perf. Coupe 2.0 Aut (Híb),11295
Mercedes-Benz,GLE-350 3.0 V6 258cv 4x4 Diesel,7484
Mercedes-Benz,GLE-350 Family 3.0 V6 258cv 4x4 Diesel,7485
Mercedes-Benz,GLE-350 Highway 4MATIC 3.0 V6 Diesel,7927
Mercedes-Benz,GLE-350 Sport 4MATIC 3.0 V6 4x4 Diesel,7486
Mercedes-Benz,GLE-400 3.0 TB 4MATIC Coupe Diesel Aut.,9251
Mercedes-Benz,GLE-400 3.0 TB 4MATIC Diesel Aut.,9056
Mercedes-Benz,GLE-400 Coupe 3.0 V6 333cv Aut.,7510
Mercedes-Benz,GLE-400 Coupe High. 4MATIC 3.0 V6  Aut.,7803
Mercedes-Benz,GLE-400 Night Coupe 3.0 V6 333cv Aut.,7511
Mercedes-Benz,GLE-43 AMG 4MATIC 3.0 V6 Bi-TB Aut.,8103
Mercedes-Benz,GLE-43 AMG 4MATIC Coupe 3.0 V6 Bi-TB Aut,7838
Mercedes-Benz,GLE-450 4MATIC 3.0 V6 Diesel (Híb),10923
Mercedes-Benz,GLE-450 AMG 3.0 V6 367cv Aut.,7739
Mercedes-Benz,GLE-450 Coupe 3.0 4MATIC Diesel (Híb),11018
Mercedes-Benz,GLE-53 AMG 3.0 TB 4MATIC+ (Híbrido),10009
Mercedes-Benz,GLE-63 AMG 4MATIC Coupe 5.5 V8 Aut.,7512
Mercedes-Benz,GLE-63 AMG 5.5 V8 557cv Aut.,7768
Mercedes-Benz,GLE-63 S AMG 4M+ Coupé 4.0 Aut,9330
Mercedes-Benz,GLK 220 CDI 2.2 TB 4X4 170cv Aut. Diesel,6446
Mercedes-Benz,GLK 220 Sport CDI 2.2 TB 4X4 Aut. Diesel,6447
Mercedes-Benz,GLK 280 3.0 V6 24V 4x4 231cv Aut.,4832
Mercedes-Benz,GLK 300 3.0 V6 24V 4x4 231cv Aut.,5134
Mercedes-Benz,GLK 300 3.5 CGI V6 4x4 252cv Aut.,6360
Mercedes-Benz,GLS 450 4M 3.0 Bi-TB Aut. (Híbrido),10010
Mercedes-Benz,GLS-350 V6 258cv 4x4 Diesel,7594
Mercedes-Benz,GLS-500 4MATIC 4.7 Bi-Turbo V8 455cv,7896
Mercedes-Benz,GLS-63 AMG 4MATIC 5.5 V8 Bi-TB Aut.,8130
Mercedes-Benz,GT 43 AMG 3.0 Bi-Turbo Aut. (Híbrido),10011
Mercedes-Benz,GT 63 S AMG 4.0 V8 Bi-Turbo,9332
Mercedes-Benz,GT 63 S AMG E Performance Aut. (Híb.),11324
Mercedes-Benz,GT AMG 4.0 V8 Bi-Turbo 462cv,7769
Mercedes-Benz,GT AMG BLACK SERIES 4.0 V8 Bi-Turbo,9740
Mercedes-Benz,GT C Roadster AMG 4.0 V8 Bi-Turbo ,9333
Mercedes-Benz,GT R AMG 4.0 V8 Bi-Turbo 585cv,8104
Mercedes-Benz,GT S AMG 4.0 V8 Bi-Turbo 510cv,7356
Mercedes-Benz,ML-230 4x4,1621
Mercedes-Benz,ML-320 3.0 V6 224cv 4x4 diesel,4686
Mercedes-Benz,ML-320 4x4,1622
Mercedes-Benz,ML-350 3.0 V6  4x4 Diesel,5035
Mercedes-Benz,ML-350 3.5  4x4,1623
Mercedes-Benz,ML-350 Sport 3.0 V6 258cv 4X4 Diesel,6591
Mercedes-Benz,ML-350 Sport CGI 3.5 V6 306cv 4x4 Aut.,6124
Mercedes-Benz,ML-430,1624
Mercedes-Benz,ML-500 V8 24V,1625
Mercedes-Benz,ML-55 AMG 5.5 24v,1626
Mercedes-Benz,ML-63 AMG 5.5 V8 Bi-Turbo Aut.,6239
Mercedes-Benz,ML-63 AMG 6.2 V8 32V 510cv,4318
Mercedes-Benz,S-320 L Classic/Wagon Classic 3.2,1627
Mercedes-Benz,S-400 3.5 V6 279cv Aut. (Híbrido),10062
Mercedes-Benz,S-420 Classic 4.0,1628
Mercedes-Benz,S-500 5.0,1629
Mercedes-Benz,S-500 C Classic 5.0,1630
Mercedes-Benz,S-500 L/ L Classic/ Wagon Classic 5.0,1631
Mercedes-Benz,S-500 Maybach 4.7 Bi-Turbo V8 455cv Aut.,8060
Mercedes-Benz,S-500L 4.7 Bi-Turbo V8 455cv Aut.,6700
Mercedes-Benz,S-500L 5.0,1632
Mercedes-Benz,S-55 AMG V8 24V 364cv/ 500cv,1633
Mercedes-Benz,S-560L 4.0 Bi-Turbo V8 469cv Aut.,8216
Mercedes-Benz,S-600 L/ L Classic/ Wagon Classic 6.0,1634
Mercedes-Benz,S-600/ S-600 C Classic 6.0,1635
Mercedes-Benz,S-63 AMG 5.5 V8 BI-TURBO Aut.,5747
Mercedes-Benz,S-63 AMG 6.2 V8 525cv Aut,4517
Mercedes-Benz,S-63 AMG S E Performance Aut. (Híbrido),11237
Mercedes-Benz,S-63 Cabriolet AMG 5.5 V8 Bi-Turbo Aut.,7804
Mercedes-Benz,S-63 Coupe AMG 4MATIC 4.0 V8 Bi-TB Aut.,8548
Mercedes-Benz,S-63 Coupe AMG 5.5 V8 Bi-Turbo Aut.,7229
Mercedes-Benz,S-63 L AMG 6.2 V8/5.5 V8 Bi-TB Aut,4518
Mercedes-Benz,S-65 AMG 6.0 V12 612cv Aut,4261
Mercedes-Benz,S-65 AMG Coupe 6.0 Bi-TB V12 630cv Aut.,8502
Mercedes-Benz,S-65 L AMG 6.0 V12 630cv Aut.,7770
Mercedes-Benz,SE-500,1636
Mercedes-Benz,SL-280 Classic 2.8,1637
Mercedes-Benz,SL-320 3.2/Classic 3.2,1638
Mercedes-Benz,SL-350 3.5 V6 2p,3899
Mercedes-Benz,SL-350 Sport 3.5 V6 316cv,5281
Mercedes-Benz,SL-400 3.0 Bi-Turbo V6 2p,7197
Mercedes-Benz,SL-500 5.0 e 5.5/ Classic 5.0,1639
Mercedes-Benz,SL-55 AMG V8 24V 500cv,1640
Mercedes-Benz,SL-600,1641
Mercedes-Benz,SL-63 AMG 5.5 Bi-Turbo V8 Aut.,6359
Mercedes-Benz,SL-63 AMG 6.2 V8 525cv Aut,4701
Mercedes-Benz,SL-63 AMG S E Performance Aut. (Híbrido),11278
Mercedes-Benz,SL-65 AMG 6.0 V12 612cv Aut,4702
Mercedes-Benz,SLC-300 2.0 Turbo 245cv Aut.,7705
Mercedes-Benz,SLC-43 AMG 3.0 V6 Aut.,7719
Mercedes-Benz,SLK-200 Kompressor 16V/ 200 CGI 16V,1642
Mercedes-Benz,SLK-230 Kompressor,1643
Mercedes-Benz,SLK-230 Plus,1644
Mercedes-Benz,SLK-250 CGI 1.8 16V 204cv Aut.,5935
Mercedes-Benz,SLK-300 2.0 Turbo 245cv Aut.,7398
Mercedes-Benz,SLK-320 3.2 218cv,1645
Mercedes-Benz,SLK-350 3.5 V6/SLK-350 CGI,1646
Mercedes-Benz,SLK-55 AMG V8 24V,1647
Mercedes-Benz,SLS-63 AMG 6.2 8V Black Series Aut.,6755
Mercedes-Benz,SLS-63 AMG 6.2 V8 Aut.,5641
Mercedes-Benz,SLS-63 AMG Roadster 6.3 V8 Aut.,5900
Mercedes-Benz,Sprin. 417 F Vidr. Extra L.T.A. Die.(E6),11050
Mercedes-Benz,Sprin. 517 VAN E.L.P.T.A. 20L Die. (E6),10685
Mercedes-Benz,Sprin. 517 VAN E.L.P.T.A. 21L Die. (E6),10686
Mercedes-Benz,Sprinter 310 Chassi Diesel,1648
Mercedes-Benz,Sprinter 310 Furgão 2.5 Diesel,1649
Mercedes-Benz,Sprinter 310 Pick-Up Diesel,1650
Mercedes-Benz,Sprinter 310 Van Exec. 9Lug. Diesel,1651
Mercedes-Benz,Sprinter 310 Van Luxo/Exec. 12/14L Dies.,1652
Mercedes-Benz,Sprinter 310 Van Std 12e14L/Luxo 9L.Dies,1653
Mercedes-Benz,Sprinter 310 Van Std. 9Lug. 2.5 Diesel,1654
Mercedes-Benz,Sprinter 311 Chassi 2.2 Diesel,1655
Mercedes-Benz,Sprinter 311 Chassi E. Longa 2.2 Diesel,7125
Mercedes-Benz,Sprinter 311 Furgão Curto 2.2 Dies,1656
Mercedes-Benz,Sprinter 311 Furgão E.Longo T.Alto Dies.,5642
Mercedes-Benz,Sprinter 311 Furgão Longo 2.2  Dies,1657
Mercedes-Benz,Sprinter 311 Furgão Longo Teto alto Dies,1658
Mercedes-Benz,Sprinter 311 Street Luxo 2.2 16Lug. Dies,1659
Mercedes-Benz,Sprinter 311 Street Std. 2.2 16Lug. Dies,1660
Mercedes-Benz,Sprinter 311 VAN Luxo 2.2 109cv 13L Dies,1661
Mercedes-Benz,Sprinter 311 VAN Luxo 2.2 109cv 16L Dies,1662
Mercedes-Benz,Sprinter 311 VAN Std. 2.2 109cv 13L Dies,1663
Mercedes-Benz,Sprinter 311 VAN Std. 2.2 109cv 16L Dies,1664
Mercedes-Benz,Sprinter 312 Furgão Curto Diesel,1665
Mercedes-Benz,Sprinter 312 Furgão Longo Diesel,1666
Mercedes-Benz,Sprinter 312 Furgão Longo T.Alto Diesel,1667
Mercedes-Benz,Sprinter 312 Van Exec. 10Lug. 2.5 Diesel,1668
Mercedes-Benz,Sprinter 312 Van Exec. 12Lug. Diesel,1669
Mercedes-Benz,Sprinter 312 Van Luxo 10lug.  Diesel,1670
Mercedes-Benz,Sprinter 312 Van Luxo 12lug. Diesel,1671
Mercedes-Benz,Sprinter 312 Van Luxo 15lug. Diesel,1672
Mercedes-Benz,Sprinter 312 Van Luxo 16lug. Diesel,1673
Mercedes-Benz,Sprinter 312 Van Luxo Lotação 16lug.Dies,1674
Mercedes-Benz,Sprinter 312 Van Std 12lug. Diesel,1675
Mercedes-Benz,Sprinter 312 Van Std 16lug. Diesel,1676
Mercedes-Benz,Sprinter 312 Van Std Lotação 16lug. Dies,1677
Mercedes-Benz,Sprinter 312 Van Street Luxo 15Lug.Dies.,1678
Mercedes-Benz,Sprinter 312 Van Street Std. 15Lug.Dies.,1679
Mercedes-Benz,Sprinter 312-D Chassi Diesel,1680
Mercedes-Benz,Sprinter 313  Chassi Ex. Longo 2.2 Dies.,7706
Mercedes-Benz,Sprinter 313 Chassi 2.2 129cv Diesel,1681
Mercedes-Benz,Sprinter 313 Chassi Longo 2.2 Diesel,7707
Mercedes-Benz,Sprinter 313 Furgão Curto 2.2 129cv Dies,1682
Mercedes-Benz,Sprinter 313 Furgão Ex. Longo T. A. Die.,7708
Mercedes-Benz,Sprinter 313 Furgão Longo 2.2 129cv Dies,1683
Mercedes-Benz,Sprinter 313 Furgão Longo T. Alto Diesel,1684
Mercedes-Benz,Sprinter 313 VAN Exec 2.2 Mec/S-Aut Dies,1685
Mercedes-Benz,Sprinter 313 VAN Luxo 2.2 129cv 13L.Dies,1686
Mercedes-Benz,Sprinter 313 VAN Luxo 2.2 129cv 16L Dies,1687
Mercedes-Benz,Sprinter 313 VAN Std. 2.2 129cv 13L.Dies,1688
Mercedes-Benz,Sprinter 313 VAN Std. 2.2 129cv 16L Dies,1689
Mercedes-Benz,Sprinter 313 VAN Street Luxo 16L. Dies.,1690
Mercedes-Benz,Sprinter 313 VAN Street Std. 16L. Dies.,1691
Mercedes-Benz,Sprinter 314 Chassi E.L T.B. 2.2 Dies.,8964
Mercedes-Benz,Sprinter 314 Chassi Longo T.B. 2.2 Dies.,8965
Mercedes-Benz,Sprinter 314 Furgão Curto T.B. 2.2 Dies.,8910
Mercedes-Benz,Sprinter 314 Furgão E.L. T.A.  2.2 Dies.,8911
Mercedes-Benz,Sprinter 314 Furgão Longo T.A. 2.2 Dies.,8912
Mercedes-Benz,Sprinter 314 Furgão Longo T.B. 2.2 Dies.,8913
Mercedes-Benz,Sprinter 314 Truck E.Longo T.B. 2.2 Dies,9873
Mercedes-Benz,Sprinter 314 Truck Longo T.B. 2.2 Dies.,9874
Mercedes-Benz,Sprinter 315 Furg.Str. E.L.T.A. 2.0 Dies,10573
