Fabricante,Modelo,Versao,Valor,Cidade,Combustível,KM,Câmbio,Cor,Carroceria,Airbag motorista,Ar-condicionado,Direção hidráulica,Vidros elétricos dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Bancos de couro,Airbag duplo frontal,Limpador traseiro,Desembaçador traseiro,Câmbio automático,Rodas de liga leve,Tração 4x4,Ar quente,Airbags laterais,Vidros elétricos traseiros,Banco do motorista com regulagem de altura,Ajuste elétrico dos retrovisores,Adaptado para pcd,Sensor de estacionamento dianteiro,Direção elétrica,Kit visibilidade,Sensor de estacionamento traseiro,Aceita troca,Ipva pago,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Cd player,Computador de bordo,Baixa quilometragem,Único dono,Airbags de cortina,Cintos três-pontos para todos os ocupantes,Controle de tração,Controle eletrônico de estabilidade (esc),Chave presencial,Encostos de cabeça no banco traseiro,Retrovisores com rebatimento elétrico,Volante com regulagem de altura e profundidade,Volante multifuncional,Bluetooth,Entradas usb,Rádio,Assistente de subida em rampa,Carregador de celular por indução,Câmera de ré,Espelhamento de celular,Farol de neblina,Fixação para cadeirinhas infantis (isofix),Start-stop,Central multimídia,Teto solar,Piloto automático adaptativo (acc),Alerta de ponto cego,Alerta de tráfego traseiro cruzado,Acendimento automático dos faróis,Banco do motorista com ajuste elétrico,Banco do motorista com aquecimento,Banco traseiro bipartido,Banco traseiro rebatível,Luz de cortesia no porta-luvas,Luz de cortesia no porta-malas,Regulagem de altura do facho dos faróis,Retrovisor interno eletrocrômico,Saídas de ar-condicionado na segunda fileira,Volante com regulagem de altura,Ar-condicionado digital,Farol alto automático,Faróis de led,Luz de condução diurna (drl),Brake light,Trio elétrico,Distribuição eletrônica de frenagem (ebd),Airbag central,Nenhuma batida,Parece novo,Pneus novos,Veículo de não fumante,Revisões realizadas,Pronta entrega,Laudo cautelar aprovado,Licenciado esse ano,Possui vistoria,Limitador de velocidade,Frenagem autônoma de emergência (aeb),Gps,Sensor de chuva,Sensor de farol,Cd player com mp3,Saldão,Possui multas,Porta-copos,Aerofólio,Garantia de fábrica,Protetor de caçamba,Capota marítima,Wi-fi,Volante com acabamento em couro,Alerta de cinto para condutor,Alerta de cinto para passageiro da primeira fila,Ar-condicionado digital de 2 zonas,7 lugares,Garantia de 1 ano,Assistente de descida,Para-choque na cor do veículo,Cluster digital,Computador de bordo digital,Chave canivete,Descanso de braço na primeira fileira,Tração dianteira,Vidros elétricos traseiros one touch,Vidros elétricos dianteiros one touch,Pneus de uso misto,Encomenda,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros antiesmagamento,Airbag de joelho,Airbag de capô,Android auto sem fio,Apple carplay,Apple carplay sem fio,Câmera 360º,Seta no retrovisor,Sistema de conectividade,Rodas de aço com calotas,Android auto,Teto panorâmico,Kit multimídia com tv,Toca fitas,Mylink,Trava multilock,Airbags traseiros,Friso lateral,Caçamba de fibra,Auto hold,Ancoragem de cadeiras infantis,Farol de milha,Barras longitudinais no teto,Estepe integral,Tração traseira,Kit gnv,Apoio de cabeça para passageiros da segunda fileira,Partida por botão,Certificado,Faróis de xenônio,Estepe temporário,Pneus run flat,Leitor de placa,Assistente de manutenção de faixa,Faróis com projetor,Alerta de mudança de faixa,Capa de banco,Tração 4x4 reduzida,Entrada usb no banco de trás,Alerta de cinto para todos os ocupantes	,Lanternas traseiras de led,Sensor crepuscular,Banco do passageiro com ajuste elétrico,Veículo alienado,Bancos dianteiros com aquecimento,Pneus de uso off-road,Park assist paralelo,Calha de chuva,Freio a disco dianteiro,Ar quente (ar-condicionado),Model year
Volkswagen,Voyage,1.6 MSI 8V (Flex),54900,Salvador - BA,Flex,82000,Manual,Branco,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,1.6,104 (E) / 101 (G),15.601658 (E) / 15.397715 (G),192 (E) / 190 (G),9.9 (E),7.5 (E) / 11.1 (G),13.3 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1466.0,1656.0,4218.0,997.0,55.0,2467.0,480.0,5.0,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2019
Hyundai,HB20S,1.6 Comfort Plus (Aut) (Flex),55900,Salvador - BA,Flex,38000,Automática,Cinza,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,1.6,128 (E) / 122 (G),16.5 (E) / 16 (G),191 (E) / 187 (G),10.6 (E),7.7 (E) / 10.7 (G),12.6 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1470.0,1680.0,4230.0,1086.0,50.0,2500.0,450.0,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2016
Volkswagen,Fox,1.0 TEC (Flex) 4p,38900,Salvador - BA,Flex,111890,Manual,Vermelho,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,1.0,76 (E) / 72 (G),10.605048 (E) / 9.6873045 (G),160 (E) / 158 (G),14.2 (E),9.5 (E),12.2 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1543.0,1641.0,3823.0,1009.0,50.0,2465.0,260.0,5.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2014
Chevrolet,Tracker,Premier 1.4 Turbo (Aut) (Flex),79900,Salvador - BA,Flex,54000,Automática,Branco,SUV,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,1.4,153 (E) / 150 (G),24.5 (E) / 24 (G),N/C,- (E),7.3 (E) / 10.6 (G),11.7 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1678.0,1776.0,4258.0,1413.0,53.0,2555.0,306.0,5.0,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
Renault,Sandero,Authentique 1.0 12V SCe (Flex),44900,Salvador - BA,Flex,86000,Manual,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,1.0,82 (E) / 79 (G),10.2 (E) / 10.5 (G),163 (E) / 160 (G),13 (E),9.5 (E) / 14.2 (G),14.1 (E),dianteira,Não,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1536.0,1733.0,4060.0,1011.0,50.0,2590.0,320.0,5.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
Ford,EcoSport,Ecosport Freestyle 1.6 (Flex),34900,Salvador - BA,Flex,99000,Manual,Prata,SUV,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,1.6,107 (E) / 101 (G),15.3 (E) / 14.5 (G),165 (E) / 167 (G),13.4 (E) / 13.1 (G),N/C,N/C,dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1679.0,1734.0,4228.0,1204.0,54.0,2490.0,296.0,5.0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2011
Chevrolet,Agile,LTZ 1.4 8V (Flex),34900,Salvador - BA,Flex,200,Manual,Cinza,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,1.4,102 (E) / 97 (G),13.460254 (E) / 13.154339 (G),166 (E) / 165 (G),12.5 (E),8.4 (E),11.2 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1474.0,1683.0,3996.0,1032.0,54.0,2543.0,327.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2012
Chevrolet,Prisma,1.4 LT SPE/4 (Aut),62900,Salvador - BA,Flex,63000,Automática,Prata,Sedan,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,1.4,106 (E) / 98 (G),13.9 (E) / 13 (G),N/C,- (E),8.1 (E) / 11.9 (G),14.7 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1478.0,1705.0,4282.0,1080.0,54.0,2528.0,500.0,5.0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
Renault,Kwid,Zen 1.0 12v SCe (Flex),37900,Salvador - BA,Flex,74134,Manual,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,1.0,70 (E) / 66 (G),9.8 (E) / 9.4 (G),156 (E) / 152 (G),14.7 (E),10.3 (E) / 14.9 (G),10.8 (E) / 15.6 (G),dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1474.0,1579.0,3680.0,779.0,38.0,2423.0,290.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
Toyota,Etios,X 1.3 (Flex),40990,Salvador - BA,Flex,116000,Manual,Preto,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,1.3,90 (E) / 84 (G),12.8 (E) / 11.9 (G),170 (E),11.8 (E),8.5 (E) / 12.5 (G),13 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1510.0,1695.0,3777.0,940.0,45.0,2460.0,270.0,5.0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2016
Hyundai,ix35,2.0 GL 2WD (Aut) (Flex),86990,Lauro de Freitas - BA,Flex,62000,Automática,Preto,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,2.0,167 (E) / 157 (G),20.6 (E) / 19.2 (G),181 (E),10.8 (E),6.1 (E) / 8.8 (G),10.5 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1655.0,1820.0,4410.0,1492.0,58.0,2640.0,728.0,5.0,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
Hyundai,Tucson,GLS 2.0 16V (aut),44900,Salvador - BA,Flex,129500,Automática,Prata,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,2.0,142 (G),18.76278 (G),180 (G),10.4 (G),9.6 (G),15.1 (G),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo braços triangulares e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1730.0,1830.0,4325.0,1549.0,58.0,2630.0,644.0,5.0,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2013
Jeep,Compass,Limited 1.3 T270 (Aut) (Flex) ,139900,Salvador - BA,Flex,22163,Automática,Cinza,SUV,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,1.3,185 (E) / 180 (G),27.5 (E) / 27.5 (G),206 (E) / 203 (G),9.4 (E) / 9.8 (G),7.2 (E) / 10.2 (G),8.3 (E) / 11.7 (G),Dianteira,Elétrica,"McPherson com rodas independentes, braços oscilantes inferiores com geometria triangular e barra estabilizadora","McPherson com rodas independentes, links transversais/laterais e barra estabilizadora ",Dois freios à disco ventilados,Dois freios à disco sólidos,1625.0,1819.0,4404.0,1589.0,60.0,2636.0,476.0,5.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2022
Jeep,Renegade,Sport 1.8 4x2 (Aut) (Flex),78900,Salvador - BA,Flex,58500,Automática,Cinza,SUV,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,1.7,139 (E) / 135 (G),19.57855 (E) / 18.660807 (G),182 (E) / 180 (G),11.1 (E),6.5 (E) / 9.5 (G),7.6 (E) / 10.9 (G),dianteira,Não,Não,Não,Quatro freios à disco com dois discos ventilados,Não,1658.0,1798.0,4232.0,1445.0,60.0,2570.0,320.0,5.0,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2020
Fiat,Doblò,Essence 1.8 16V (Flex),78500,Salvador - BA,Flex,52019,Manual,Branco,Monovolume,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,1.8,132 (E) / 130 (G),18.9 (E) / 18.4 (G),175 (E) / 165 (G),11.6 (E),6.4 (E) / 9.3 (G),7 (E) / 10.2 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Eixo rígido e feixe de mola semielípticas,Dois freios à disco ventilados,Tambor ,1897.0,1722.0,4252.0,1338.0,60.0,2566.0,Não,7.0,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,2021
